r3000,r5000,noxevent,r2000,coevent,system_time,gps_time,latitude,longitude
56,32,3,39,3,2018-03-06 15:28:02.426488,15:28:02,52.565110833333335,13.4094735
56,32,3,39,3,2018-03-06 15:28:03.457460,15:28:03,52.5651105,13.4094745
56,32,3,39,3,2018-03-06 15:28:04.479876,15:28:04,52.56510983333333,13.409475166666667
56,32,3,39,3,2018-03-06 15:28:05.494537,15:28:05,52.56511,13.409475833333333
56,32,3,39,3,2018-03-06 15:28:06.508715,15:28:06,52.565111,13.409477
56,32,3,39,3,2018-03-06 15:28:07.524094,15:28:07,52.56511016666666,13.409477166666667
56,32,3,39,3,2018-03-06 15:28:08.538752,15:28:08,52.565109166666666,13.409477166666667
56,32,3,39,3,2018-03-06 15:28:09.555984,15:28:09,52.56510733333333,13.409476833333333
56,32,3,39,3,2018-03-06 15:28:10.574195,15:28:10,52.56510566666667,13.409476333333334
56,32,3,39,3,2018-03-06 15:28:11.592870,15:28:11,52.56510383333333,13.409475833333333
56,32,3,39,3,2018-03-06 15:28:12.617604,15:28:12,52.56510216666667,13.409475166666667
56,32,3,39,3,2018-03-06 15:28:13.643887,15:28:13,52.565100666666666,13.409474666666666
56,32,3,39,3,2018-03-06 15:28:14.664808,15:28:14,52.56509833333333,13.409473833333333
56,32,3,39,3,2018-03-06 15:28:15.682255,15:28:15,52.565095166666666,13.409472833333334
56,32,3,39,3,2018-03-06 15:28:16.698223,15:28:16,52.565093,13.409471333333334
56,32,3,39,3,2018-03-06 15:28:17.716221,15:28:17,52.5650905,13.409470666666667
56,32,3,39,3,2018-03-06 15:28:18.733401,15:28:18,52.56508733333333,13.409469666666666
56,32,3,39,3,2018-03-06 15:28:19.751820,15:28:19,52.565085333333336,13.409468833333333
56,32,3,39,3,2018-03-06 15:28:20.769209,15:28:20,52.56508266666667,13.409467833333334
56,32,3,39,3,2018-03-06 15:28:21.787803,15:28:21,52.5650815,13.409468166666667
56,32,3,39,3,2018-03-06 15:28:22.812008,15:28:22,52.56507966666667,13.409467333333334
56,32,3,39,3,2018-03-06 15:28:23.826135,15:28:23,52.56507716666667,13.409466
56,32,3,39,3,2018-03-06 15:28:24.843069,15:28:24,52.56507466666667,13.409463833333334
56,32,3,39,3,2018-03-06 15:28:25.857291,15:28:25,52.565073,13.4094635
56,32,3,39,3,2018-03-06 15:28:26.873570,15:28:26,52.565071833333334,13.409463666666667
56,32,3,39,3,2018-03-06 15:28:27.889533,15:28:27,52.565071,13.4094635
56,32,3,39,3,2018-03-06 15:28:28.908202,15:28:28,52.565069666666666,13.409463666666667
56,32,3,39,3,2018-03-06 15:28:29.929063,15:28:29,52.56506783333333,13.409463333333333
56,32,3,39,3,2018-03-06 15:28:30.942908,15:28:30,52.565066333333334,13.4094635
56,32,3,39,3,2018-03-06 15:28:31.965404,15:28:31,52.565064666666665,13.409462666666666
56,32,3,39,3,2018-03-06 15:28:32.982208,15:28:32,52.56506316666667,13.409462333333334
56,32,3,39,3,2018-03-06 15:28:34.006732,15:28:33,52.5650615,13.409461666666667
56,32,3,39,3,2018-03-06 15:28:35.020602,15:28:34,52.56506016666667,13.409462333333334
56,32,3,39,3,2018-03-06 15:28:36.037304,15:28:35,52.565059,13.409463
56,32,3,39,3,2018-03-06 15:28:37.053491,15:28:36,52.56505716666667,13.4094625
56,32,3,39,3,2018-03-06 15:28:38.078281,15:28:37,52.565056,13.409463166666667
56,31,3,39,3,2018-03-06 15:28:40.114611,15:28:39,52.565054,13.409463
56,31,3,39,3,2018-03-06 15:28:41.131779,15:28:40,52.56505333333333,13.409463333333333
56,31,3,39,3,2018-03-06 15:28:42.150680,15:28:42,52.565053166666665,13.409464
56,31,3,39,3,2018-03-06 15:28:43.182582,15:28:43,52.56505283333333,13.409464833333333
56,31,3,39,3,2018-03-06 15:28:44.214883,15:28:44,52.565053,13.409465666666666
56,31,3,39,3,2018-03-06 15:28:45.232466,15:28:45,52.565053,13.409465333333333
56,31,3,39,3,2018-03-06 15:28:46.254760,15:28:46,52.56505333333333,13.409466
56,31,3,39,3,2018-03-06 15:28:47.271339,15:28:47,52.56505283333333,13.409465666666666
56,31,3,39,3,2018-03-06 15:28:48.287800,15:28:48,52.5650535,13.409465833333334
56,31,3,39,3,2018-03-06 15:28:49.307161,15:28:49,52.5650535,13.409465666666666
56,31,3,39,3,2018-03-06 15:28:50.325832,15:28:50,52.56505333333333,13.409465
56,31,3,39,3,2018-03-06 15:28:51.357851,15:28:51,52.5650535,13.4094655
56,31,3,39,3,2018-03-06 15:28:52.373974,15:28:52,52.565052666666666,13.409464833333333
56,31,3,39,3,2018-03-06 15:28:53.388817,15:28:53,52.56505133333334,13.409464333333334
56,31,3,39,3,2018-03-06 15:28:54.412852,15:28:54,52.56505,13.409463
56,31,3,39,3,2018-03-06 15:28:55.434189,15:28:55,52.565049333333334,13.409462166666668
56,31,3,39,3,2018-03-06 15:28:56.456599,15:28:56,52.565049,13.409461
56,31,3,39,3,2018-03-06 15:28:57.472017,15:28:57,52.56504833333334,13.409459666666667
56,31,3,39,3,2018-03-06 15:28:58.490974,15:28:58,52.56504833333334,13.4094595
56,31,3,39,3,2018-03-06 15:28:59.514276,15:28:59,52.565048166666664,13.4094585
56,31,3,39,3,2018-03-06 15:29:00.533185,15:29:00,52.565048166666664,13.409458333333333
56,31,3,39,3,2018-03-06 15:29:01.548143,15:29:01,52.56504833333334,13.4094585
56,31,3,39,3,2018-03-06 15:29:02.563394,15:29:02,52.565048166666664,13.4094585
56,31,3,39,3,2018-03-06 15:29:03.579461,15:29:03,52.565047,13.409457333333334
56,31,3,39,3,2018-03-06 15:29:04.595909,15:29:04,52.565046333333335,13.409458833333334
56,31,3,39,3,2018-03-06 15:29:05.612947,15:29:05,52.5650455,13.409458333333333
56,31,3,39,3,2018-03-06 15:29:06.638799,15:29:06,52.56504483333333,13.409458166666667
56,31,3,39,3,2018-03-06 15:29:07.657529,15:29:07,52.565044666666665,13.409458333333333
56,31,3,39,3,2018-03-06 15:29:08.676351,15:29:08,52.56504416666667,13.4094575
56,31,3,39,3,2018-03-06 15:29:09.696518,15:29:09,52.56504416666667,13.409456833333333
56,31,3,39,3,2018-03-06 15:29:10.712583,15:29:10,52.5650445,13.4094565
56,31,3,39,3,2018-03-06 15:29:11.730012,15:29:11,52.56504366666667,13.4094555
56,31,3,39,3,2018-03-06 15:29:12.746583,15:29:12,52.565044666666665,13.4094555
56,31,3,39,3,2018-03-06 15:29:13.764795,15:29:13,52.565046,13.409456833333333
56,31,3,39,3,2018-03-06 15:29:14.784501,15:29:14,52.565046333333335,13.409457666666666
56,31,3,39,3,2018-03-06 15:29:15.816474,15:29:15,52.56504616666667,13.409457166666666
56,31,3,39,3,2018-03-06 15:29:16.837443,15:29:16,52.56504566666667,13.409456166666667
56,31,3,39,3,2018-03-06 15:29:17.856542,15:29:17,52.5650455,13.409455833333332
56,31,3,39,3,2018-03-06 15:29:18.873588,15:29:18,52.56504566666667,13.409455
56,31,3,39,3,2018-03-06 15:29:19.889631,15:29:19,52.56504616666667,13.409455833333332
56,31,3,39,3,2018-03-06 15:29:20.903401,15:29:20,52.56504616666667,13.409456
56,31,3,39,3,2018-03-06 15:29:21.932384,15:29:21,52.5650465,13.409455333333334
56,31,3,39,3,2018-03-06 15:29:22.965855,15:29:22,52.56504733333333,13.409455833333332
56,31,3,39,3,2018-03-06 15:29:24.047274,15:29:23,52.5650485,13.409457666666666
56,31,3,39,3,2018-03-06 15:29:25.139074,15:29:24,52.56504966666667,13.409459166666666
56,31,3,39,3,2018-03-06 15:29:26.158737,15:29:26,52.56505033333333,13.409461166666667
56,31,3,39,3,2018-03-06 15:29:27.548002,15:29:27,52.565050666666664,13.409462333333334
56,31,3,39,3,2018-03-06 15:29:29.112043,15:29:28,52.56505083333333,13.409463166666667
56,31,3,39,3,2018-03-06 15:29:30.147600,15:29:29,52.5650505,13.4094635
56,31,3,39,3,2018-03-06 15:29:31.207172,15:29:31,52.56505,13.409466166666666
56,31,3,39,3,2018-03-06 15:29:32.367108,15:29:32,52.56504966666667,13.409467166666667
56,31,3,39,3,2018-03-06 15:29:33.627097,15:29:33,52.5650495,13.4094685
56,31,3,39,3,2018-03-06 15:29:34.765566,15:29:34,52.56504966666667,13.4094705
56,31,3,39,3,2018-03-06 15:29:35.894843,15:29:35,52.5650495,13.409472166666667
56,31,3,39,3,2018-03-06 15:29:36.909078,15:29:36,52.565049333333334,13.409473833333333
56,31,3,39,3,2018-03-06 15:29:38.017125,15:29:37,52.565048833333336,13.409474833333334
56,31,3,39,3,2018-03-06 15:29:39.156873,15:29:38,52.56504866666667,13.409476166666666
56,31,3,39,3,2018-03-06 15:29:40.288767,15:29:40,52.565048,13.409478833333333
56,31,3,39,3,2018-03-06 15:29:41.302600,15:29:41,52.5650475,13.409480666666667
56,31,3,39,3,2018-03-06 15:29:42.351357,15:29:42,52.56504666666667,13.409482166666667
56,32,3,40,3,2018-03-06 15:29:44.449177,15:29:44,52.5650455,13.409485166666666
56,32,3,40,3,2018-03-06 15:29:45.485493,15:29:45,52.565045,13.409485666666667
56,32,3,40,3,2018-03-06 15:29:46.514805,15:29:46,52.565044666666665,13.409486666666666
56,32,3,40,3,2018-03-06 15:29:47.531194,15:29:47,52.56504416666667,13.409487
56,32,3,40,3,2018-03-06 15:29:48.545036,15:29:48,52.565044,13.409488
56,32,3,40,3,2018-03-06 15:29:49.560383,15:29:49,52.56504366666667,13.4094885
56,32,3,40,3,2018-03-06 15:29:50.581119,15:29:50,52.565043333333335,13.4094895
56,32,3,40,3,2018-03-06 15:29:51.599199,15:29:51,52.56504266666666,13.409489666666667
56,32,3,40,3,2018-03-06 15:29:52.622024,15:29:52,52.565042,13.409489666666667
56,32,3,40,3,2018-03-06 15:29:53.646765,15:29:53,52.56504116666667,13.409489833333334
56,32,3,40,3,2018-03-06 15:29:54.663916,15:29:54,52.5650405,13.409490166666666
56,32,3,40,3,2018-03-06 15:29:55.688288,15:29:55,52.565039666666664,13.409490333333334
56,32,3,40,3,2018-03-06 15:29:56.703543,15:29:56,52.565039,13.409490666666667
56,32,3,40,3,2018-03-06 15:29:57.726942,15:29:57,52.5650385,13.4094915
56,32,3,40,3,2018-03-06 15:29:58.749607,15:29:58,52.565037833333335,13.409491833333334
56,32,3,40,3,2018-03-06 15:29:59.767040,15:29:59,52.565037,13.409492333333333
56,32,3,40,3,2018-03-06 15:30:00.792311,15:30:00,52.565036166666665,13.409493
56,32,3,40,3,2018-03-06 15:30:01.811800,15:30:01,52.5650355,13.409493833333332
56,32,3,40,3,2018-03-06 15:30:02.834214,15:30:02,52.56503466666667,13.409495166666666
56,32,3,40,3,2018-03-06 15:30:03.850352,15:30:03,52.565033166666666,13.409495333333334
56,32,3,40,3,2018-03-06 15:30:04.868409,15:30:04,52.565032333333335,13.409496
56,32,3,40,3,2018-03-06 15:30:05.885320,15:30:05,52.565031166666664,13.409496166666667
56,32,3,40,3,2018-03-06 15:30:06.909569,15:30:06,52.565029833333334,13.409495833333333
56,32,3,40,3,2018-03-06 15:30:07.923697,15:30:07,52.56502866666666,13.409496333333333
56,32,3,40,3,2018-03-06 15:30:08.937510,15:30:08,52.565027666666666,13.409497166666666
56,32,3,40,3,2018-03-06 15:30:09.954954,15:30:09,52.56502666666667,13.409497833333333
56,32,3,40,3,2018-03-06 15:30:10.973565,15:30:10,52.565025166666665,13.409498333333334
56,32,3,40,3,2018-03-06 15:30:11.999974,15:30:11,52.5650235,13.4094985
56,32,3,40,3,2018-03-06 15:30:13.015858,15:30:12,52.5650215,13.4094995
56,32,3,40,3,2018-03-06 15:30:14.087254,15:30:13,52.565020833333335,13.409501
56,32,3,40,3,2018-03-06 15:30:15.105372,15:30:15,52.5650175,13.409501833333334
56,32,3,40,3,2018-03-06 15:30:16.417105,15:30:16,52.5650165,13.409502166666666
56,32,3,40,3,2018-03-06 15:30:17.501746,15:30:17,52.565014833333336,13.409502166666666
56,32,3,40,3,2018-03-06 15:30:18.537434,15:30:18,52.5650135,13.409502666666667
56,32,3,40,3,2018-03-06 15:30:19.634313,15:30:19,52.56501266666667,13.409504166666666
56,32,3,40,3,2018-03-06 15:30:20.817155,15:30:20,52.56501166666666,13.409505666666666
56,32,3,40,3,2018-03-06 15:30:22.117236,15:30:22,52.565009,13.409506333333333
56,32,3,40,3,2018-03-06 15:30:23.233329,15:30:23,52.565006833333335,13.409506166666667
56,32,3,40,3,2018-03-06 15:30:24.340151,15:30:24,52.56500533333333,13.409506166666667
56,32,3,40,3,2018-03-06 15:30:25.507275,15:30:25,52.56500416666667,13.409506833333333
56,32,3,40,3,2018-03-06 15:30:26.537913,15:30:26,52.56500283333333,13.409507333333334
56,32,3,40,3,2018-03-06 15:30:27.578431,15:30:27,52.56500116666667,13.409507333333334
56,32,3,40,3,2018-03-06 15:30:28.621719,15:30:28,52.56499916666667,13.409507333333334
56,32,3,40,3,2018-03-06 15:30:29.640602,15:30:29,52.56499783333334,13.4095075
56,32,3,40,3,2018-03-06 15:30:30.659650,15:30:30,52.56499616666667,13.409506833333333
56,32,3,40,3,2018-03-06 15:30:31.673532,15:30:31,52.5649945,13.409505666666666
56,32,3,40,3,2018-03-06 15:30:32.687388,15:30:32,52.56499266666667,13.409504833333333
56,32,3,40,3,2018-03-06 15:30:33.709750,15:30:33,52.5649905,13.409504166666666
56,32,3,40,3,2018-03-06 15:30:34.731661,15:30:34,52.564989,13.409504333333333
56,32,3,40,3,2018-03-06 15:30:35.745115,15:30:35,52.5649865,13.409503
56,32,3,40,3,2018-03-06 15:30:36.768943,15:30:36,52.56498466666667,13.409502
56,32,3,40,3,2018-03-06 15:30:37.782600,15:30:37,52.56498333333333,13.409501333333333
56,32,3,40,3,2018-03-06 15:30:38.796654,15:30:38,52.5649815,13.4094995
56,32,3,40,3,2018-03-06 15:30:39.846923,15:30:39,52.564980166666665,13.409497833333333
56,32,3,40,3,2018-03-06 15:30:40.861330,15:30:40,52.564978833333335,13.409496666666668
56,32,3,40,3,2018-03-06 15:30:41.888248,15:30:41,52.5649775,13.409495833333333
56,32,3,40,3,2018-03-06 15:30:42.927105,15:30:42,52.564976,13.409494833333333
56,32,3,40,3,2018-03-06 15:30:43.964949,15:30:43,52.56497483333333,13.409494
56,32,3,40,3,2018-03-06 15:30:44.978990,15:30:44,52.56497383333333,13.409493333333334
56,32,3,40,3,2018-03-06 15:30:46.084180,15:30:46,52.5649735,13.4094935
57,32,3,40,3,2018-03-06 15:30:49.200459,15:30:49,52.56497183333333,13.409492833333333
57,32,3,40,3,2018-03-06 15:30:50.257386,15:30:50,52.564970333333335,13.409492
57,32,3,40,3,2018-03-06 15:30:51.315698,15:30:51,52.5649695,13.409491666666666
57,32,3,40,3,2018-03-06 15:30:52.464964,15:30:52,52.564968666666665,13.409491833333334
57,32,3,40,3,2018-03-06 15:30:53.502539,15:30:53,52.564967833333334,13.409491833333334
57,32,3,40,3,2018-03-06 15:30:54.617140,15:30:54,52.56496716666667,13.409492166666666
57,32,3,40,3,2018-03-06 15:30:55.757219,15:30:55,52.56496583333333,13.4094925
57,32,3,40,3,2018-03-06 15:30:56.813185,15:30:56,52.56496516666667,13.409492833333333
57,32,3,40,3,2018-03-06 15:30:57.857143,15:30:57,52.56496466666667,13.409493333333334
57,32,3,40,3,2018-03-06 15:30:58.893709,15:30:58,52.564964333333336,13.409493833333332
57,32,3,40,3,2018-03-06 15:30:59.930003,15:30:59,52.5649645,13.409494833333333
57,32,3,40,3,2018-03-06 15:31:00.947399,15:31:00,52.564965,13.409496333333333
57,32,3,40,3,2018-03-06 15:31:01.968520,15:31:01,52.564965,13.409497166666666
57,32,3,40,3,2018-03-06 15:31:02.988914,15:31:02,52.564965,13.409498
57,32,3,40,3,2018-03-06 15:31:04.020585,15:31:03,52.56496516666667,13.409499166666667
57,32,3,40,3,2018-03-06 15:31:05.034281,15:31:04,52.564964333333336,13.4095
57,32,3,40,3,2018-03-06 15:31:06.047878,15:31:05,52.56496383333333,13.409500833333333
57,32,3,40,3,2018-03-06 15:31:07.062220,15:31:06,52.564964333333336,13.409502333333334
57,32,3,40,3,2018-03-06 15:31:08.076368,15:31:07,52.564965,13.409503833333334
57,32,3,40,3,2018-03-06 15:31:09.090350,15:31:09,52.56496533333333,13.409506166666667
57,32,3,40,3,2018-03-06 15:31:10.109904,15:31:10,52.564966166666665,13.409507666666666
57,32,3,40,3,2018-03-06 15:31:11.138346,15:31:11,52.5649665,13.409509166666666
57,32,3,40,3,2018-03-06 15:31:12.161933,15:31:12,52.56496766666667,13.4095105
57,32,3,40,3,2018-03-06 15:31:13.181345,15:31:13,52.56496883333333,13.409512333333334
57,32,3,40,3,2018-03-06 15:31:14.199934,15:31:14,52.56497016666667,13.409514666666666
57,32,3,40,3,2018-03-06 15:31:15.216320,15:31:15,52.564970833333334,13.409516166666666
57,32,3,40,3,2018-03-06 15:31:16.244406,15:31:16,52.564971666666665,13.409517666666666
57,32,3,40,3,2018-03-06 15:31:17.264291,15:31:17,52.564972,13.409519166666666
57,32,3,40,3,2018-03-06 15:31:18.278994,15:31:18,52.56497266666667,13.409521333333334
57,32,3,40,3,2018-03-06 15:31:19.295978,15:31:19,52.56497316666667,13.409523
57,32,3,40,3,2018-03-06 15:31:20.310289,15:31:20,52.5649735,13.4095245
57,32,3,40,3,2018-03-06 15:31:21.327891,15:31:21,52.564974166666666,13.409526
57,32,3,40,3,2018-03-06 15:31:22.345200,15:31:22,52.56497516666667,13.409528
57,32,3,40,3,2018-03-06 15:31:23.360807,15:31:23,52.56497616666667,13.40953
57,32,3,40,3,2018-03-06 15:31:24.374489,15:31:24,52.56497683333333,13.409531333333334
57,32,3,40,3,2018-03-06 15:31:25.388326,15:31:25,52.564977,13.409532
57,32,3,40,3,2018-03-06 15:31:26.402683,15:31:26,52.564978333333336,13.4095345
57,32,3,40,3,2018-03-06 15:31:27.416797,15:31:27,52.5649795,13.409536333333334
57,32,3,40,3,2018-03-06 15:31:28.431153,15:31:28,52.56498066666666,13.4095385
57,32,3,40,3,2018-03-06 15:31:29.447079,15:31:29,52.56498166666667,13.4095405
57,32,3,40,3,2018-03-06 15:31:30.463158,15:31:30,52.564983,13.409542666666667
57,32,3,40,3,2018-03-06 15:31:31.493931,15:31:31,52.56498416666667,13.409544666666667
57,32,3,40,3,2018-03-06 15:31:32.510880,15:31:32,52.56498533333333,13.409546833333334
57,32,3,40,3,2018-03-06 15:31:33.527739,15:31:33,52.564986166666664,13.409548666666666
57,32,3,40,3,2018-03-06 15:31:34.543477,15:31:34,52.5649875,13.409550666666666
57,32,3,40,3,2018-03-06 15:31:35.560591,15:31:35,52.56498833333333,13.409552166666666
57,32,3,40,3,2018-03-06 15:31:36.582991,15:31:36,52.56498933333334,13.409553333333333
57,32,3,40,3,2018-03-06 15:31:37.596874,15:31:37,52.564990333333334,13.4095555
57,32,3,40,3,2018-03-06 15:31:38.621383,15:31:38,52.5649915,13.409557
57,32,3,40,3,2018-03-06 15:31:39.636986,15:31:39,52.564992833333335,13.409558833333334
57,32,3,40,3,2018-03-06 15:31:40.656989,15:31:40,52.564994666666664,13.4095615
57,32,3,40,3,2018-03-06 15:31:41.676797,15:31:41,52.56499683333333,13.409563666666667
57,32,3,40,3,2018-03-06 15:31:42.694745,15:31:42,52.5649985,13.4095655
57,32,3,40,3,2018-03-06 15:31:43.712889,15:31:43,52.565000166666664,13.409567
57,32,3,40,3,2018-03-06 15:31:44.733717,15:31:44,52.56500183333333,13.409566
57,32,3,40,3,2018-03-06 15:31:45.765925,15:31:45,52.5650025,13.4095655
57,32,3,40,3,2018-03-06 15:31:46.783673,15:31:46,52.56500416666667,13.409566666666667
57,32,3,40,3,2018-03-06 15:31:47.801913,15:31:47,52.56500533333333,13.409566666666667
57,32,3,40,3,2018-03-06 15:31:48.819477,15:31:48,52.565007,13.409568
57,32,3,40,3,2018-03-06 15:31:49.837073,15:31:49,52.5650085,13.409568333333333
57,32,35,40,3,2018-03-06 15:31:47.801913,15:31:47,52.56500533333333,13.409566666666667
57,32,35,40,3,2018-03-06 15:31:48.819477,15:31:48,52.565007,13.409568
57,32,35,40,3,2018-03-06 15:31:49.837073,15:31:49,52.5650085,13.409568333333333
57,32,35,40,3,2018-03-06 15:31:50.893586,15:31:50,52.565009,13.409568166666666
57,32,35,40,3,2018-03-06 15:31:51.910202,15:31:51,52.56501166666666,13.409566666666667
57,32,35,40,3,2018-03-06 15:31:52.934065,15:31:52,52.56501266666667,13.4095645
57,32,35,40,3,2018-03-06 15:31:53.947723,15:31:53,52.565015,13.409563666666667
57,32,35,40,3,2018-03-06 15:31:54.963713,15:31:54,52.565018,13.409563166666667
57,32,35,40,3,2018-03-06 15:31:55.984990,15:31:55,52.56502066666667,13.409561333333333
57,32,35,40,3,2018-03-06 15:31:57.004383,15:31:56,52.56502166666667,13.409557833333333
57,32,35,40,3,2018-03-06 15:31:58.018140,15:31:57,52.565020833333335,13.409552
57,32,35,40,3,2018-03-06 15:31:59.057111,15:31:58,52.56502183333333,13.4095485
57,32,35,40,3,2018-03-06 15:32:00.073148,15:31:59,52.565022666666664,13.409545333333334
57,32,35,40,3,2018-03-06 15:32:01.507137,15:32:01,52.56502616666667,13.409538333333334
57,32,35,40,3,2018-03-06 15:32:02.937635,15:32:02,52.56502833333333,13.409536333333334
57,32,35,40,3,2018-03-06 15:32:03.969133,15:32:03,52.565029333333335,13.4095325
57,32,35,40,3,2018-03-06 15:32:05.039462,15:32:04,52.565031,13.4095295
57,32,35,40,3,2018-03-06 15:32:06.054140,15:32:05,52.56503283333333,13.409527166666667
57,32,35,40,3,2018-03-06 15:32:07.067719,15:32:06,52.5650345,13.409526166666666
57,32,35,40,3,2018-03-06 15:32:08.197100,15:32:08,52.5650395,13.409525
57,32,35,40,3,2018-03-06 15:32:09.767113,15:32:09,52.5650415,13.409525166666667
57,32,35,40,3,2018-03-06 15:32:10.957277,15:32:10,52.565043333333335,13.4095245
57,32,35,40,3,2018-03-06 15:32:12.077127,15:32:11,52.56504533333333,13.4095235
57,32,35,40,3,2018-03-06 15:32:13.587155,15:32:13,52.565049,13.409522
57,32,35,40,3,2018-03-06 15:32:14.757077,15:32:14,52.565051,13.4095215
57,32,35,40,3,2018-03-06 15:32:16.070644,15:32:15,52.565053666666664,13.409521666666667
57,32,35,40,3,2018-03-06 15:32:17.867160,15:32:17,52.56505816666667,13.409523
57,32,35,40,3,2018-03-06 15:32:19.497197,15:32:18,52.56505966666667,13.409523666666667
57,32,35,40,3,2018-03-06 15:32:21.187260,15:32:20,52.565062166666664,13.409524833333334
57,32,35,40,3,2018-03-06 15:32:22.538445,15:32:22,52.56506533333334,13.4095285
57,32,35,40,3,2018-03-06 15:32:23.725234,15:32:23,52.565067,13.409530666666667
57,32,35,40,3,2018-03-06 15:32:24.773847,15:32:24,52.565068333333336,13.409532
57,32,35,40,3,2018-03-06 15:32:25.787568,15:32:25,52.56506983333333,13.409533
57,32,35,40,3,2018-03-06 15:32:26.814153,15:32:26,52.5650715,13.409535166666666
57,32,35,40,3,2018-03-06 15:32:27.828675,15:32:27,52.565073,13.409536666666666
57,32,35,40,3,2018-03-06 15:32:28.856559,15:32:28,52.56507466666667,13.409539
57,32,35,40,3,2018-03-06 15:32:29.895752,15:32:29,52.5650765,13.409541833333334
57,32,35,40,3,2018-03-06 15:32:30.917649,15:32:30,52.56507833333333,13.409545
57,32,35,40,3,2018-03-06 15:32:31.975955,15:32:31,52.56508016666667,13.409548333333333
57,32,35,40,3,2018-03-06 15:32:33.049618,15:32:32,52.5650815,13.4095515
57,32,35,40,3,2018-03-06 15:32:34.081992,15:32:33,52.565083,13.409554166666666
57,32,35,40,3,2018-03-06 15:32:35.291034,15:32:35,52.56508616666667,13.409558
57,32,35,40,3,2018-03-06 15:32:36.487755,15:32:36,52.56508783333334,13.409557
57,32,35,40,3,2018-03-06 15:32:37.510233,15:32:37,52.5650885,13.409558333333333
57,32,35,40,3,2018-03-06 15:32:38.538585,15:32:38,52.5650895,13.409559
57,32,35,40,3,2018-03-06 15:32:39.604834,15:32:39,52.565090833333336,13.409559333333334
57,32,35,40,3,2018-03-06 15:32:40.637122,15:32:40,52.565091833333334,13.4095595
57,32,35,40,3,2018-03-06 15:32:41.674759,15:32:41,52.5650925,13.409559666666667
57,32,35,40,3,2018-03-06 15:32:42.690230,15:32:42,52.5650935,13.409559
57,32,35,40,3,2018-03-06 15:32:43.710715,15:32:43,52.565094333333334,13.4095585
57,32,35,40,3,2018-03-06 15:32:44.729568,15:32:44,52.565095166666666,13.409558
57,32,35,40,3,2018-03-06 15:32:45.756789,15:32:45,52.565096,13.409557333333334
57,32,35,40,3,2018-03-06 15:32:46.780478,15:32:46,52.56509633333334,13.409556333333333
57,32,35,40,3,2018-03-06 15:32:47.816683,15:32:47,52.565097333333334,13.409555833333334
57,32,35,40,3,2018-03-06 15:32:48.840549,15:32:48,52.5650975,13.409555333333333
57,32,35,40,3,2018-03-06 15:32:49.867445,15:32:49,52.565098166666665,13.4095545
57,32,35,40,3,2018-03-06 15:32:50.895591,15:32:50,52.565098666666664,13.409554166666666
57,32,35,40,3,2018-03-06 15:32:51.932473,15:32:51,52.56509916666667,13.409554
57,32,35,40,3,2018-03-06 15:32:52.964023,15:32:52,52.56509966666667,13.409553166666667
57,32,35,40,3,2018-03-06 15:32:54.010729,15:32:53,52.5651005,13.4095525
57,31,3,41,3,2018-03-06 15:32:56.157160,15:32:56,52.56510183333333,13.409548666666666
57,31,3,41,3,2018-03-06 15:32:57.362922,15:32:57,52.56510216666667,13.409546833333334
57,31,3,41,3,2018-03-06 15:32:58.508689,15:32:58,52.56510316666667,13.409544833333333
57,31,3,41,3,2018-03-06 15:32:59.812587,15:32:59,52.56510383333333,13.409542666666667
57,31,3,41,3,2018-03-06 15:33:00.952725,15:33:00,52.5651035,13.409540833333333
57,31,3,41,3,2018-03-06 15:33:02.004068,15:33:01,52.5651045,13.409538833333333
57,31,3,41,3,2018-03-06 15:33:03.097143,15:33:02,52.565105333333335,13.409536833333334
57,31,3,41,3,2018-03-06 15:33:04.257144,15:33:04,52.56510683333333,13.409533166666666
57,31,3,41,3,2018-03-06 15:33:05.369843,15:33:05,52.56510883333333,13.409531166666667
57,31,3,41,3,2018-03-06 15:33:06.497268,15:33:06,52.56511,13.409529166666667
57,31,3,41,3,2018-03-06 15:33:07.847159,15:33:07,52.5651105,13.409527333333333
57,31,3,41,3,2018-03-06 15:33:09.073249,15:33:08,52.565110833333335,13.409526166666666
57,31,3,41,3,2018-03-06 15:33:10.088118,15:33:10,52.56511233333333,13.4095235
57,31,3,41,3,2018-03-06 15:33:11.102447,15:33:11,52.565112666666664,13.409522666666666
57,31,3,41,3,2018-03-06 15:33:12.147207,15:33:12,52.56511316666667,13.409521833333333
57,31,3,41,3,2018-03-06 15:33:13.197611,15:33:13,52.565113333333336,13.409521166666666
57,31,3,41,3,2018-03-06 15:33:14.249501,15:33:14,52.5651135,13.409520666666667
57,31,3,41,3,2018-03-06 15:33:15.290842,15:33:15,52.56511283333333,13.409519333333334
57,31,3,41,3,2018-03-06 15:33:16.317699,15:33:16,52.5651125,13.409518666666667
57,31,3,41,3,2018-03-06 15:33:17.366634,15:33:17,52.56511316666667,13.409518166666667
57,31,3,41,3,2018-03-06 15:33:18.384231,15:33:18,52.56511283333333,13.409517666666666
57,31,3,41,3,2018-03-06 15:33:19.402283,15:33:19,52.5651135,13.409517166666667
57,31,3,41,3,2018-03-06 15:33:20.427127,15:33:20,52.565113333333336,13.409517666666666
57,31,3,41,3,2018-03-06 15:33:21.457930,15:33:21,52.565113,13.409517666666666
57,31,3,41,3,2018-03-06 15:33:22.499132,15:33:22,52.56511233333333,13.409517833333334
