r3000,r5000,noxevent,r2000,coevent,system_time,gps_time,latitude,longitude
46,33,3,33,3,2018-03-06 14:54:03.947416,14:54:03,52.5651715,13.409412333333334
46,33,3,33,3,2018-03-06 14:54:04.963418,14:54:04,52.56517216666667,13.409415666666666
46,33,3,33,3,2018-03-06 14:54:05.983960,14:54:05,52.565170333333334,13.409418
46,33,3,33,3,2018-03-06 14:54:06.999989,14:54:06,52.565171666666664,13.4094205
46,33,3,33,3,2018-03-06 14:54:08.015537,14:54:07,52.5651715,13.409422333333334
46,33,3,33,3,2018-03-06 14:54:09.031124,14:54:08,52.565174666666664,13.409427166666667
46,33,3,33,3,2018-03-06 14:54:10.050326,14:54:09,52.565173,13.409428666666667
46,33,3,33,3,2018-03-06 14:54:11.064149,14:54:10,52.565174,13.409431666666666
46,33,3,33,3,2018-03-06 14:54:12.078123,14:54:11,52.565176666666666,13.409435666666667
46,33,3,33,3,2018-03-06 14:54:13.106386,14:54:13,52.56517866666667,13.409439333333333
46,33,3,33,3,2018-03-06 14:54:14.137088,14:54:14,52.56517916666667,13.4094405
46,33,3,33,3,2018-03-06 14:54:15.187119,14:54:15,52.565181,13.409443333333334
46,33,3,33,3,2018-03-06 14:54:16.249824,14:54:16,52.565186,13.409447333333333
46,33,3,33,3,2018-03-06 14:54:17.278984,14:54:17,52.565191,13.409450333333334
46,33,3,33,3,2018-03-06 14:54:18.360876,14:54:18,52.56519383333333,13.409452
46,33,3,33,3,2018-03-06 14:54:19.380614,14:54:19,52.56519733333333,13.4094545
46,33,3,33,3,2018-03-06 14:54:20.399612,14:54:20,52.565202166666666,13.409458
46,33,3,33,3,2018-03-06 14:54:21.442653,14:54:21,52.5652075,13.409461666666667
46,33,3,33,3,2018-03-06 14:54:22.459197,14:54:22,52.565213,13.409465833333334
46,32,44,33,3,2018-03-06 14:54:26.612634,14:54:26,52.56523116666666,13.409478
46,32,44,33,3,2018-03-06 14:54:27.636025,14:54:27,52.5652355,13.409480666666667
46,32,44,33,3,2018-03-06 14:54:28.669746,14:54:28,52.565237833333335,13.409480833333333
46,32,44,33,3,2018-03-06 14:54:29.690258,14:54:29,52.565240833333334,13.409481666666666
46,32,44,33,3,2018-03-06 14:54:30.757898,14:54:30,52.56524366666667,13.409483
46,32,44,33,3,2018-03-06 14:54:31.785570,14:54:31,52.565247166666666,13.4094855
46,32,44,33,3,2018-03-06 14:54:32.857413,14:54:32,52.565248,13.409485
46,32,44,33,3,2018-03-06 14:54:33.874780,14:54:33,52.565249,13.409485333333333
46,32,44,33,3,2018-03-06 14:54:34.937274,14:54:34,52.56525,13.409484666666666
46,32,44,33,3,2018-03-06 14:54:35.951274,14:54:35,52.565250666666664,13.409484166666667
46,32,44,33,3,2018-03-06 14:54:37.162554,14:54:37,52.5652515,13.409487666666667
46,32,44,33,3,2018-03-06 14:54:38.176501,14:54:38,52.565251333333336,13.409487333333333
46,32,44,33,3,2018-03-06 14:54:39.190494,14:54:39,52.565251,13.409487166666667
46,32,44,33,3,2018-03-06 14:54:40.204593,14:54:40,52.56525116666667,13.409487833333333
46,32,44,33,3,2018-03-06 14:54:41.218598,14:54:41,52.565251333333336,13.409488666666666
46,32,44,33,3,2018-03-06 14:54:42.236961,14:54:42,52.56525033333333,13.409485833333333
46,32,44,33,3,2018-03-06 14:54:43.252262,14:54:43,52.565249666666666,13.409484333333333
46,32,44,33,3,2018-03-06 14:54:44.269951,14:54:44,52.565249,13.409484666666666
46,32,44,33,3,2018-03-06 14:54:45.284077,14:54:45,52.5652485,13.409484833333334
46,32,44,33,3,2018-03-06 14:54:46.302304,14:54:46,52.565249,13.409484333333333
46,32,44,33,3,2018-03-06 14:54:47.316057,14:54:47,52.5652485,13.409484833333334
46,32,44,33,3,2018-03-06 14:54:48.330332,14:54:48,52.565247666666664,13.409484833333334
46,32,44,33,3,2018-03-06 14:54:49.347072,14:54:49,52.565248,13.409484333333333
46,32,44,33,3,2018-03-06 14:54:50.368390,14:54:50,52.565247,13.409485166666666
46,32,44,33,3,2018-03-06 14:54:51.390317,14:54:51,52.565246,13.409485166666666
46,32,44,33,3,2018-03-06 14:54:52.404495,14:54:52,52.56524533333334,13.409484
46,32,44,33,3,2018-03-06 14:54:53.420017,14:54:53,52.56524266666667,13.409482666666667
46,32,44,33,3,2018-03-06 14:54:54.444795,14:54:54,52.56524233333333,13.409482666666667
46,32,44,33,3,2018-03-06 14:54:55.461334,14:54:55,52.56524183333333,13.409482333333333
46,32,44,33,3,2018-03-06 14:54:56.479254,14:54:56,52.565242166666664,13.409483666666667
46,32,44,33,3,2018-03-06 14:54:57.493679,14:54:57,52.56524183333333,13.409482333333333
46,32,44,33,3,2018-03-06 14:54:58.509607,14:54:58,52.56524133333333,13.409483
46,32,44,33,3,2018-03-06 14:54:59.527010,14:54:59,52.565240833333334,13.409482833333334
46,32,44,33,3,2018-03-06 14:55:00.545223,14:55:00,52.56523883333333,13.409481333333334
46,32,44,33,3,2018-03-06 14:55:01.561556,14:55:01,52.56523716666667,13.409480166666667
46,32,44,33,3,2018-03-06 14:55:02.580103,14:55:02,52.565234833333335,13.4094785
46,32,44,33,3,2018-03-06 14:55:03.597074,14:55:03,52.565233166666665,13.409477
46,32,44,33,3,2018-03-06 14:55:04.616125,14:55:04,52.56523133333334,13.4094755
46,32,44,33,3,2018-03-06 14:55:05.631898,14:55:05,52.565230166666666,13.409473833333333
46,32,44,33,3,2018-03-06 14:55:06.649728,14:55:06,52.565226333333335,13.40947
46,32,44,33,3,2018-03-06 14:55:07.668137,14:55:07,52.565225,13.409467666666666
46,32,44,33,3,2018-03-06 14:55:08.682438,14:55:08,52.5652235,13.409465833333334
46,32,44,33,3,2018-03-06 14:55:09.704207,14:55:09,52.565222166666665,13.4094645
46,32,44,33,3,2018-03-06 14:55:10.726103,14:55:10,52.56522016666667,13.4094625
46,32,44,33,3,2018-03-06 14:55:11.743182,14:55:11,52.56522,13.409462
46,32,44,33,3,2018-03-06 14:55:12.760692,14:55:12,52.56521883333333,13.409460833333334
46,32,44,33,3,2018-03-06 14:55:13.776684,14:55:13,52.56521866666667,13.4094605
46,32,44,33,3,2018-03-06 14:55:14.792824,14:55:14,52.56521933333333,13.409460333333334
46,32,44,33,3,2018-03-06 14:55:15.839053,14:55:15,52.56521816666667,13.409458666666666
46,32,44,33,3,2018-03-06 14:55:16.858365,14:55:16,52.56521633333333,13.409456833333333
46,32,44,33,3,2018-03-06 14:55:17.877732,14:55:17,52.56521683333333,13.4094565
46,32,44,33,3,2018-03-06 14:55:18.901700,14:55:18,52.56521516666667,13.4094545
46,32,44,33,3,2018-03-06 14:55:19.916161,14:55:19,52.565215333333335,13.409453333333333
46,32,44,33,3,2018-03-06 14:55:20.930576,14:55:20,52.565215,13.409451833333334
46,32,44,33,3,2018-03-06 14:55:21.947456,14:55:21,52.565215333333335,13.4094505
46,32,44,33,3,2018-03-06 14:55:22.966268,14:55:22,52.565214166666664,13.409448333333334
46,32,44,33,3,2018-03-06 14:55:24.082908,14:55:23,52.565212833333334,13.409445999999999
46,32,44,33,3,2018-03-06 14:55:25.103159,14:55:24,52.565212333333335,13.409444166666667
46,32,44,33,3,2018-03-06 14:55:26.117010,14:55:26,52.565213,13.409441666666666
46,32,44,33,3,2018-03-06 14:55:27.157817,14:55:27,52.5652125,13.409439333333333
46,33,3,33,3,2018-03-06 14:55:30.239094,14:55:30,52.56521,13.409432666666667
46,33,3,33,3,2018-03-06 14:55:31.255272,14:55:31,52.565209333333335,13.409430833333333
46,33,3,33,3,2018-03-06 14:55:32.268867,14:55:32,52.5652095,13.409429
46,33,3,33,3,2018-03-06 14:55:33.283464,14:55:33,52.5652105,13.409428166666666
46,33,3,33,3,2018-03-06 14:55:34.297352,14:55:34,52.56520833333333,13.409426333333334
46,33,3,33,3,2018-03-06 14:55:35.311652,14:55:35,52.565207666666666,13.409425333333333
46,33,3,33,3,2018-03-06 14:55:36.357242,14:55:36,52.56520716666667,13.4094245
46,33,3,33,3,2018-03-06 14:55:37.378531,14:55:37,52.565206333333336,13.409423333333333
46,33,3,33,3,2018-03-06 14:55:38.395828,14:55:38,52.565204333333334,13.409422
46,33,3,33,3,2018-03-06 14:55:39.426122,14:55:39,52.56520483333333,13.4094225
46,33,3,33,3,2018-03-06 14:55:40.445855,14:55:40,52.56520416666667,13.409422
46,33,3,33,3,2018-03-06 14:55:41.463903,14:55:41,52.5652035,13.409421666666667
46,33,3,33,3,2018-03-06 14:55:42.482182,14:55:42,52.565204,13.409422
46,33,3,33,3,2018-03-06 14:55:43.503963,14:55:43,52.5652015,13.409420833333334
46,33,3,33,3,2018-03-06 14:55:44.522364,14:55:44,52.56519883333333,13.4094195
46,33,3,33,3,2018-03-06 14:55:45.541360,14:55:45,52.565196666666665,13.4094185
46,33,3,33,3,2018-03-06 14:55:46.559607,14:55:46,52.5651945,13.409417333333334
46,33,3,33,3,2018-03-06 14:55:47.577145,14:55:47,52.56519216666667,13.409416166666666
46,33,3,33,3,2018-03-06 14:55:48.592170,14:55:48,52.565189333333336,13.409414333333334
46,33,3,33,3,2018-03-06 14:55:49.615339,14:55:49,52.5651875,13.409413166666667
46,33,3,33,3,2018-03-06 14:55:50.630966,14:55:50,52.5651855,13.4094125
46,33,3,33,3,2018-03-06 14:55:51.647616,14:55:51,52.56518333333333,13.409411333333333
46,33,3,33,3,2018-03-06 14:55:52.676853,14:55:52,52.56518066666667,13.409408833333334
46,33,3,33,3,2018-03-06 14:55:53.692177,14:55:53,52.5651785,13.409407999999999
46,33,3,33,3,2018-03-06 14:55:54.716734,14:55:54,52.5651765,13.4094075
46,33,3,33,3,2018-03-06 14:55:55.732104,14:55:55,52.56517383333333,13.409406166666667
46,33,3,33,3,2018-03-06 14:55:56.749973,14:55:56,52.56517083333333,13.409405
46,33,3,33,3,2018-03-06 14:55:57.766814,14:55:57,52.565167833333334,13.409404
46,33,3,33,3,2018-03-06 14:55:58.782453,14:55:58,52.565165666666665,13.409403666666666
46,33,3,33,3,2018-03-06 14:55:59.803975,14:55:59,52.56516366666666,13.409403
46,33,3,33,3,2018-03-06 14:56:00.818896,14:56:00,52.565161333333336,13.409402833333333
46,33,3,33,3,2018-03-06 14:56:01.837593,14:56:01,52.56515983333333,13.409403
46,33,3,33,3,2018-03-06 14:56:02.854086,14:56:02,52.56515816666667,13.409402833333333
46,33,3,33,3,2018-03-06 14:56:03.874607,14:56:03,52.56515666666667,13.409402666666667
46,33,3,33,3,2018-03-06 14:56:04.888448,14:56:04,52.565155,13.409402833333333
46,33,3,33,3,2018-03-06 14:56:05.902171,14:56:05,52.56515383333333,13.409403333333334
46,33,3,33,3,2018-03-06 14:56:06.922432,14:56:06,52.565152833333336,13.409403833333334
46,33,3,33,3,2018-03-06 14:56:07.940469,14:56:07,52.56515133333333,13.409403
46,33,3,33,3,2018-03-06 14:56:08.979544,14:56:08,52.56515016666667,13.4094035
46,33,3,33,3,2018-03-06 14:56:09.993289,14:56:09,52.56514933333333,13.409404666666667
46,33,3,33,3,2018-03-06 14:56:11.031976,14:56:10,52.565147333333336,13.4094035
46,33,3,33,3,2018-03-06 14:56:12.114869,14:56:12,52.565145666666666,13.4094015
46,33,3,33,3,2018-03-06 14:56:13.200877,14:56:13,52.565144833333335,13.409401166666667
46,33,3,33,3,2018-03-06 14:56:14.262850,14:56:14,52.565144,13.409400666666667
46,33,3,33,3,2018-03-06 14:56:15.307691,14:56:15,52.565143666666664,13.409400833333333
46,33,3,33,3,2018-03-06 14:56:16.337072,14:56:16,52.56514283333333,13.409401333333333
46,33,3,33,3,2018-03-06 14:56:17.361194,14:56:17,52.56514266666667,13.409401
46,33,3,33,3,2018-03-06 14:56:18.417770,14:56:18,52.56514266666667,13.409400666666667
46,33,3,33,3,2018-03-06 14:56:19.553344,14:56:19,52.565141833333335,13.4094005
46,33,3,33,3,2018-03-06 14:56:20.584943,14:56:20,52.56514166666667,13.409401
46,33,3,33,3,2018-03-06 14:56:21.618968,14:56:21,52.56514116666666,13.409401
46,33,3,33,3,2018-03-06 14:56:22.646034,14:56:22,52.56514116666666,13.409401
46,33,3,33,3,2018-03-06 14:56:23.670108,14:56:23,52.56514133333334,13.409401
46,33,3,33,3,2018-03-06 14:56:24.737058,14:56:24,52.56514083333333,13.409400833333333
46,33,3,33,3,2018-03-06 14:56:25.897448,14:56:25,52.565141,13.409402
46,33,3,33,3,2018-03-06 14:56:26.924634,14:56:26,52.56514116666666,13.409401666666668
46,33,3,33,3,2018-03-06 14:56:27.977128,14:56:27,52.565140666666665,13.409400833333333
46,33,3,33,3,2018-03-06 14:56:29.042188,14:56:28,52.56513966666667,13.409402166666666
46,33,3,33,3,2018-03-06 14:56:30.060717,14:56:29,52.56513833333333,13.409403
46,33,3,33,3,2018-03-06 14:56:31.074241,14:56:30,52.565137166666666,13.409404666666667
47,33,43,33,3,2018-03-06 14:56:35.240625,14:56:35,52.565130833333335,13.409412833333333
47,33,43,33,3,2018-03-06 14:56:36.254692,14:56:36,52.56513016666667,13.409415666666666
47,33,43,33,3,2018-03-06 14:56:37.273983,14:56:37,52.5651285,13.409418333333333
47,33,43,33,3,2018-03-06 14:56:38.289598,14:56:38,52.565127,13.409419333333334
47,33,43,33,3,2018-03-06 14:56:39.303850,14:56:39,52.5651255,13.409420166666667
47,33,43,33,3,2018-03-06 14:56:40.318121,14:56:40,52.56512333333333,13.409420166666667
47,33,43,33,3,2018-03-06 14:56:41.338535,14:56:41,52.565121500000004,13.409422333333334
47,33,43,33,3,2018-03-06 14:56:42.356130,14:56:42,52.56511966666667,13.4094245
47,33,43,33,3,2018-03-06 14:56:43.377633,14:56:43,52.56511783333333,13.409426166666666
47,33,43,33,3,2018-03-06 14:56:44.391488,14:56:44,52.565116,13.409427833333334
47,33,43,33,3,2018-03-06 14:56:45.410681,14:56:45,52.565115,13.409429
47,33,43,33,3,2018-03-06 14:56:46.456966,14:56:46,52.56511233333333,13.409428666666667
47,33,43,33,3,2018-03-06 14:56:47.479173,14:56:47,52.56511066666667,13.4094295
47,33,43,33,3,2018-03-06 14:56:48.496287,14:56:48,52.56510766666667,13.409430833333333
47,33,43,33,3,2018-03-06 14:56:49.524041,14:56:49,52.565103666666666,13.4094325
47,33,43,33,3,2018-03-06 14:56:50.542584,14:56:50,52.56510016666667,13.4094335
47,33,43,33,3,2018-03-06 14:56:51.564568,14:56:51,52.56509716666667,13.4094355
47,33,43,33,3,2018-03-06 14:56:52.599722,14:56:52,52.565093,13.409436
47,33,43,33,3,2018-03-06 14:56:53.618649,14:56:53,52.56508916666667,13.4094365
47,33,43,33,3,2018-03-06 14:56:54.634371,14:56:54,52.565085333333336,13.409436166666667
47,33,43,33,3,2018-03-06 14:56:55.667061,14:56:55,52.56508216666667,13.4094365
47,33,43,33,3,2018-03-06 14:56:56.697041,14:56:56,52.565079833333336,13.409437833333334
47,33,43,33,3,2018-03-06 14:56:57.755816,14:56:57,52.565076833333336,13.4094385
47,33,43,33,3,2018-03-06 14:56:58.847099,14:56:58,52.565072666666666,13.409438666666667
47,33,43,33,3,2018-03-06 14:56:59.926010,14:56:59,52.565069333333334,13.4094395
47,33,43,33,3,2018-03-06 14:57:00.959654,14:57:00,52.565064666666665,13.409439
47,33,43,33,3,2018-03-06 14:57:02.015941,14:57:01,52.565061166666666,13.409441
47,33,43,33,3,2018-03-06 14:57:03.080109,14:57:02,52.565057,13.409441333333334
47,33,43,33,3,2018-03-06 14:57:04.104418,14:57:03,52.565052666666666,13.4094415
47,33,43,33,3,2018-03-06 14:57:05.119702,14:57:04,52.56504916666667,13.409442
47,33,43,33,3,2018-03-06 14:57:06.277468,14:57:06,52.565043,13.4094425
47,33,43,33,3,2018-03-06 14:57:07.347103,14:57:07,52.56504,13.4094425
47,33,43,33,3,2018-03-06 14:57:08.413983,14:57:08,52.56503683333333,13.409442333333333
47,33,43,33,3,2018-03-06 14:57:09.555588,14:57:09,52.5650335,13.409442166666667
47,33,43,33,3,2018-03-06 14:57:10.687020,14:57:10,52.565029833333334,13.409441333333334
47,33,43,33,3,2018-03-06 14:57:11.719585,14:57:11,52.565027,13.4094425
47,33,43,33,3,2018-03-06 14:57:12.733243,14:57:12,52.565025,13.4094425
47,33,43,33,3,2018-03-06 14:57:13.746913,14:57:13,52.56502316666667,13.409442833333333
47,33,43,33,3,2018-03-06 14:57:14.794404,14:57:14,52.5650215,13.409443166666666
47,33,43,33,3,2018-03-06 14:57:15.808018,14:57:15,52.5650195,13.409442833333333
47,33,43,33,3,2018-03-06 14:57:16.831424,14:57:16,52.565017166666664,13.409441666666666
47,33,43,33,3,2018-03-06 14:57:17.845016,14:57:17,52.565014166666664,13.409440833333333
47,33,43,33,3,2018-03-06 14:57:18.858336,14:57:18,52.56501183333334,13.40944
47,33,43,33,3,2018-03-06 14:57:19.872019,14:57:19,52.5650095,13.409439333333333
47,33,43,33,3,2018-03-06 14:57:20.885860,14:57:20,52.56500716666667,13.409438333333334
47,33,43,33,3,2018-03-06 14:57:21.927386,14:57:21,52.5650055,13.409438
47,33,43,33,3,2018-03-06 14:57:22.965400,14:57:22,52.565004,13.409438
47,33,43,33,3,2018-03-06 14:57:24.004310,14:57:23,52.5650025,13.409438
47,33,43,33,3,2018-03-06 14:57:25.096508,14:57:24,52.56500116666667,13.409438666666667
47,33,43,33,3,2018-03-06 14:57:26.111597,14:57:26,52.564998833333334,13.409439333333333
47,33,43,33,3,2018-03-06 14:57:27.151986,14:57:27,52.5649975,13.4094395
47,33,43,33,3,2018-03-06 14:57:28.179301,14:57:28,52.5649965,13.4094395
47,33,43,33,3,2018-03-06 14:57:29.237099,14:57:29,52.564995333333336,13.409439333333333
47,33,43,33,3,2018-03-06 14:57:30.342484,14:57:30,52.564994,13.4094395
47,33,43,33,3,2018-03-06 14:57:31.364361,14:57:31,52.564993,13.409439666666668
47,33,43,33,3,2018-03-06 14:57:32.400733,14:57:32,52.5649915,13.409438666666667
47,33,43,33,3,2018-03-06 14:57:33.491957,14:57:33,52.564989833333335,13.4094375
47,33,43,33,3,2018-03-06 14:57:34.510874,14:57:34,52.56498833333333,13.409436833333334
47,33,43,33,3,2018-03-06 14:57:35.524689,14:57:35,52.564987,13.409436
47,33,43,33,3,2018-03-06 14:57:36.557773,14:57:36,52.564986166666664,13.409436
48,33,3,34,3,2018-03-06 14:57:38.604992,14:57:38,52.564984333333335,13.4094355
48,33,3,34,3,2018-03-06 14:57:39.634132,14:57:39,52.56498366666667,13.4094355
48,33,3,34,3,2018-03-06 14:57:40.654345,14:57:40,52.564982666666666,13.409435333333333
48,33,3,34,3,2018-03-06 14:57:41.668292,14:57:41,52.564982,13.409435333333333
48,33,3,34,3,2018-03-06 14:57:42.682161,14:57:42,52.564981333333336,13.409435
48,33,3,34,3,2018-03-06 14:57:43.712333,14:57:43,52.56498083333334,13.409435166666666
48,33,3,34,3,2018-03-06 14:57:44.726070,14:57:44,52.56498033333333,13.409434666666666
48,33,3,34,3,2018-03-06 14:57:45.742400,14:57:45,52.564980166666665,13.409434833333334
48,33,3,34,3,2018-03-06 14:57:46.756544,14:57:46,52.5649805,13.409435
48,33,3,34,3,2018-03-06 14:57:47.775301,14:57:47,52.56498033333333,13.409434666666666
48,33,3,34,3,2018-03-06 14:57:48.790893,14:57:48,52.564979666666666,13.409433833333333
48,33,3,34,3,2018-03-06 14:57:49.811063,14:57:49,52.56497933333333,13.409433333333332
48,33,3,34,3,2018-03-06 14:57:50.929742,14:57:50,52.5649795,13.409432666666667
48,33,3,34,3,2018-03-06 14:57:52.036272,14:57:51,52.56497933333333,13.409432
48,33,3,34,3,2018-03-06 14:57:53.100786,14:57:52,52.564979666666666,13.409431833333333
48,33,3,34,3,2018-03-06 14:57:54.114847,14:57:54,52.564977666666664,13.409429666666666
48,33,3,34,3,2018-03-06 14:57:55.267100,14:57:55,52.5649775,13.409428833333333
48,33,3,34,3,2018-03-06 14:57:56.441665,14:57:56,52.564977,13.409426833333333
48,33,3,34,3,2018-03-06 14:57:57.455380,14:57:57,52.564977166666665,13.409426833333333
48,33,3,34,3,2018-03-06 14:57:58.577816,14:57:58,52.564977,13.409426
48,33,3,34,3,2018-03-06 14:57:59.626907,14:57:59,52.564977166666665,13.409425
48,33,3,34,3,2018-03-06 14:58:00.688998,14:58:00,52.56497733333333,13.409424666666666
48,33,3,34,3,2018-03-06 14:58:01.889936,14:58:01,52.56497733333333,13.409423333333333
48,33,3,34,3,2018-03-06 14:58:02.992373,14:58:02,52.5649775,13.409422666666666
48,33,3,34,3,2018-03-06 14:58:04.095358,14:58:03,52.5649785,13.409421666666667
48,33,3,34,3,2018-03-06 14:58:05.111407,14:58:05,52.56497983333333,13.4094215
47,33,3,34,3,2018-03-06 14:58:06.187174,14:58:06,52.56498,13.409421333333333
47,33,3,34,3,2018-03-06 14:58:07.322370,14:58:07,52.5649805,13.409420833333334
47,33,3,34,3,2018-03-06 14:58:08.342647,14:58:08,52.564981833333334,13.409421166666666
47,33,3,34,3,2018-03-06 14:58:09.377265,14:58:09,52.564983,13.409421333333333
47,33,3,34,3,2018-03-06 14:58:10.406026,14:58:10,52.56498333333333,13.409421333333333
47,33,3,34,3,2018-03-06 14:58:11.517143,14:58:11,52.564984333333335,13.4094215
47,33,3,34,3,2018-03-06 14:58:12.553383,14:58:12,52.56498633333333,13.409422
47,33,3,34,3,2018-03-06 14:58:13.574265,14:58:13,52.56498783333333,13.409421833333333
47,33,3,34,3,2018-03-06 14:58:14.607102,14:58:14,52.564989833333335,13.4094225
47,33,3,34,3,2018-03-06 14:58:15.725409,14:58:15,52.5649915,13.4094225
47,33,3,34,3,2018-03-06 14:58:16.769448,14:58:16,52.564994,13.4094225
47,33,3,34,3,2018-03-06 14:58:17.783593,14:58:17,52.564996,13.409422166666667
47,33,3,34,3,2018-03-06 14:58:18.797210,14:58:18,52.56499783333334,13.409421666666667
47,33,3,34,3,2018-03-06 14:58:19.811282,14:58:19,52.565000833333336,13.409422
47,33,3,34,3,2018-03-06 14:58:20.824748,14:58:20,52.5650035,13.409422
47,33,3,34,3,2018-03-06 14:58:21.838278,14:58:21,52.5650065,13.4094215
47,33,3,34,3,2018-03-06 14:58:22.854628,14:58:22,52.5650105,13.409421333333333
47,33,3,34,3,2018-03-06 14:58:23.868539,14:58:23,52.56501516666667,13.409421666666667
47,33,3,34,3,2018-03-06 14:58:24.900648,14:58:24,52.56501883333333,13.409421
47,33,3,34,3,2018-03-06 14:58:25.957151,14:58:25,52.56502283333333,13.409420666666666
47,33,3,34,3,2018-03-06 14:58:26.982677,14:58:26,52.5650265,13.409419833333333
47,33,3,34,3,2018-03-06 14:58:27.996407,14:58:27,52.565029833333334,13.409418833333334
47,33,3,34,3,2018-03-06 14:58:29.011315,14:58:28,52.5650335,13.409418666666667
47,33,3,34,3,2018-03-06 14:58:30.038103,14:58:29,52.565037,13.4094175
47,33,3,34,3,2018-03-06 14:58:31.072599,14:58:30,52.565039,13.409415333333333
47,33,3,34,3,2018-03-06 14:58:32.088919,14:58:31,52.56504233333333,13.4094135
47,33,3,34,3,2018-03-06 14:58:33.105363,14:58:33,52.56505,13.409412666666666
47,33,3,34,3,2018-03-06 14:58:34.124591,14:58:34,52.565053666666664,13.409413666666667
47,33,3,34,3,2018-03-06 14:58:35.142953,14:58:35,52.56505716666667,13.409414333333334
47,33,3,34,3,2018-03-06 14:58:36.177268,14:58:36,52.565061166666666,13.409415333333333
47,33,3,34,3,2018-03-06 14:58:37.196436,14:58:37,52.565064166666666,13.409413833333334
47,33,3,34,3,2018-03-06 14:58:38.214189,14:58:38,52.56506683333333,13.409411666666667
47,33,3,34,3,2018-03-06 14:58:39.270854,14:58:39,52.565068833333335,13.40941
47,33,3,34,3,2018-03-06 14:58:40.286137,14:58:40,52.565071,13.409408833333334
48,33,3,34,3,2018-03-06 14:58:44.487273,14:58:44,52.565081666666664,13.409418833333334
48,33,3,34,3,2018-03-06 14:58:45.512094,14:58:45,52.56508316666667,13.409425
48,33,3,34,3,2018-03-06 14:58:46.532779,14:58:46,52.565083,13.4094245
48,33,3,34,3,2018-03-06 14:58:47.553450,14:58:47,52.565083,13.409421333333333
48,33,3,34,3,2018-03-06 14:58:48.571820,14:58:48,52.5650835,13.409421666666667
48,33,3,34,3,2018-03-06 14:58:49.591932,14:58:49,52.5650835,13.409421666666667
48,33,3,34,3,2018-03-06 14:58:50.626771,14:58:50,52.5650835,13.409419333333334
48,33,3,34,3,2018-03-06 14:58:51.646335,14:58:51,52.565083666666666,13.409416166666666
48,33,3,34,3,2018-03-06 14:58:52.672244,14:58:52,52.5650835,13.409414166666666
48,33,3,34,3,2018-03-06 14:58:53.686830,14:58:53,52.5650835,13.409413333333333
48,33,3,34,3,2018-03-06 14:58:54.707995,14:58:54,52.565083,13.409412
48,33,3,34,3,2018-03-06 14:58:55.743789,14:58:55,52.56508216666667,13.4094095
48,33,3,34,3,2018-03-06 14:58:56.759331,14:58:56,52.5650825,13.409406833333334
48,33,3,34,3,2018-03-06 14:58:57.796485,14:58:57,52.565082,13.409404666666667
48,33,3,34,3,2018-03-06 14:58:58.818332,14:58:58,52.565081166666666,13.409402666666667
48,33,3,34,3,2018-03-06 14:58:59.848555,14:58:59,52.56508066666667,13.409401666666668
48,33,3,34,3,2018-03-06 14:59:00.877401,14:59:00,52.56508066666667,13.4094
48,33,3,34,3,2018-03-06 14:59:02.023711,14:59:01,52.56508016666667,13.409398333333334
48,33,3,34,3,2018-03-06 14:59:03.037837,14:59:02,52.565080333333334,13.409397
48,33,3,34,3,2018-03-06 14:59:04.063334,14:59:03,52.56508,13.4093965
48,33,3,34,3,2018-03-06 14:59:05.078411,14:59:04,52.56507966666667,13.409395333333332
48,33,3,34,3,2018-03-06 14:59:06.097988,14:59:05,52.56507966666667,13.409395333333332
48,33,3,34,3,2018-03-06 14:59:07.116970,14:59:06,52.565080333333334,13.409394333333333
48,33,3,34,3,2018-03-06 14:59:08.140841,14:59:08,52.5650805,13.409392166666667
48,33,3,34,3,2018-03-06 14:59:09.158427,14:59:09,52.565080333333334,13.409391333333334
48,33,3,34,3,2018-03-06 14:59:10.187237,14:59:10,52.5650805,13.4093905
48,33,3,34,3,2018-03-06 14:59:11.222931,14:59:11,52.565080333333334,13.40939
48,33,3,34,3,2018-03-06 14:59:12.254901,14:59:12,52.56508066666667,13.409389333333333
48,33,3,34,3,2018-03-06 14:59:13.277148,14:59:13,52.56508066666667,13.409388666666667
48,33,3,34,3,2018-03-06 14:59:14.291732,14:59:14,52.56508083333333,13.409387833333334
48,33,3,34,3,2018-03-06 14:59:15.347803,14:59:15,52.56508133333333,13.409387666666667
48,33,3,34,3,2018-03-06 14:59:16.454750,14:59:16,52.565081666666664,13.409387166666667
48,33,3,34,3,2018-03-06 14:59:17.563947,14:59:17,52.565082333333336,13.409386333333334
48,33,3,34,3,2018-03-06 14:59:18.668081,14:59:18,52.565082833333335,13.409386333333334
48,33,3,34,3,2018-03-06 14:59:19.725398,14:59:19,52.565084166666665,13.4093865
48,33,3,34,3,2018-03-06 14:59:20.815780,14:59:20,52.565085333333336,13.409387
48,33,3,34,3,2018-03-06 14:59:21.849002,14:59:21,52.56508616666667,13.409387333333333
48,33,3,34,3,2018-03-06 14:59:22.870804,14:59:22,52.5650865,13.409387333333333
48,33,3,34,3,2018-03-06 14:59:23.895333,14:59:23,52.565087166666665,13.4093875
48,33,3,34,3,2018-03-06 14:59:24.909889,14:59:24,52.565088333333335,13.4093875
48,33,3,34,3,2018-03-06 14:59:25.935514,14:59:25,52.56508933333333,13.409386666666666
48,33,3,34,3,2018-03-06 14:59:26.954494,14:59:26,52.565090833333336,13.4093865
48,33,3,34,3,2018-03-06 14:59:27.972828,14:59:27,52.565092166666666,13.409386666666666
